Tweets	Compound	Analysis
hang on, don’t tell me the oxford vaccine dosing screw up was because they were using spectrophotometry to try to c… 	-0.1027	Negative
uk to roll out oxford covid-19 vaccine from jan. 4, sunday telegraph says | article [amp] | reuters 	0.0	Neutral
can anyone explain why we are so slow in administering the #covid19 vaccine to nhs frontline workers? y… 	0.0	Neutral
ny health network to be subjected to criminal investigation over #covid19 vaccine 	-0.5267	Negative
even more on the oxford vaccine in my  blog 	0.0	Neutral
#covid19 #covidvaccine  #vaccine 	0.0	Neutral
first patient to receive the #pfizer #covid19 #vaccine in spain. #vaccineday 	0.0	Neutral
summary: it’s not looking good (except for vaccine) 	-0.3412	Negative
accessible vaccines on their way!!! 	0.0	Neutral
lets get this show on the road! #oxfordvaccine #covid19 	0.0	Neutral
this 🧵explains why you should wait for oxford/az  rather than exiting ones. this vaccine sounds like fully/careful… 	0.3612	Positive
this is an *amazing* reverse-engineering look at the pfizer covid-19 vaccine.  esp if you’re a computer programmer,… 	0.0	Neutral
the hospital i’m doing agency a&amp;e work at won’t have the vaccine until t… 	0.0	Neutral
great thread on the oxford vaccine here 	0.6249	Positive
interesting to see how each vaccine is being divided between countries. 	0.4019	Positive
this is so wonderful to read. hopefully the vaccine gets around to everyone who needs it! 	0.8286	Positive
Although we finally have a vaccine, the Covid pandemic does not end today. It is necessary to reach an immunity of gr ... 	0.0258	Positive
this is typical of state ran health service in ireland currently. covid-19 vaccine arrives in the country saturday… 	0.0	Neutral
one in 1,000 americans have died from #covid19 #coronavirus #covidvaccine 	-0.5574	Negative
'believe in #science': #eu kicks off covid-19 #vaccine campaign 	0.0	Neutral
putin makes a decision to receive coronavirus vaccine 	0.0	Neutral
got the first dose of the covid-19 vaccine. hopefully this is the beginning of the end of this nightmare!#vaccine… 	0.4574	Positive
thread #covid19 #covidー19 #hospitals #covidvaccine #pandemic public needs this information in your official ann… 	0.0	Neutral
thread #covid19 #covidー19 #hospitals #covidvaccine #pandemic #nhsheroes  … 	0.0	Neutral
there are 30+ different nationalities working on the oxford vaccine! 	0.0	Neutral
i want drakeford to do well and it’s in all our interests he handles the rollout of the vaccine successfullyit’s… 	0.5267	Positive
"oxford covid vaccine &amp;#39;is ""winning formula"" and could be approved tomorrow&amp;#39;  via "	0.7351	Positive
very interesting thread on the significance of the oxford vaccine as opposed to the others already approved. in sho… 	0.7841	Positive
financial times: oxford/astrazeneca vaccine to be approved by uk within days. #lka… 	0.4215	Positive
coronavirus latest news: oxford vaccine a 'winning formula,' says astrazeneca chief  via 	0.5267	Positive
the two crews, 'pfizer' and 'astazeneca', named after the two pharmaceutical companies developing  covid-19 vaccine… 	0.0	Neutral
yes... of course i'm taking the covid19 vaccine.. 	0.0	Neutral
coronavirus: #nurseries speak out about confusion over priority for vaccine - 	-0.296	Negative
glad to receive my covid-19 vaccine. stay safe 	0.7096	Positive
“we’re potentially looking at an 8 week wait” says  about the coronavirus vaccine for my severely le… 	-0.4588	Negative
great way to #start the day with some superb people taking us through the first of the covid-19 vaccine. incredible… 	0.8481	Positive
my dad had his first coronavirus vaccine jab yesterday and now i get how so many of you on here have said you feel.… 	0.0	Neutral
get your people back to work with _ free #vaccine tracker✅ log #covid19 vaccinations with ease✅ access… 	0.5106	Positive
uk government : people with asthma should be in group 6 for covid-19 vaccine. - ¡firma la petición!  via 	0.0	Neutral
and added them to an earlier vaccine list. if you have a cev letter or e… 	0.0	Neutral
_prune yes. and added those additional vulnerable people to an earlier vaccine list. y… 	0.2023	Positive
delighted to have had my first #covid19 vaccine dose this morning. as a scientist i’m hugely proud of the research… 	0.7713	Positive
absolutely privileged to have had the opportunity to have had my first covid-19 vaccine  today being a special nee… 	0.8268	Positive
finally i took my first dose of the covid-19 vaccine. relieved @ waldron health centre 	0.3818	Positive
for those age 70 or clinically vulnerable that have not yet had a covid vaccine. you can arrange a vaccination thro… 	-0.2263	Negative
paul stanley has second dose of the pfizer-biontech covid-19 vaccine - #paulstanleyofficial… 	0.0	Neutral
funniest #tweetoftheweek from   #covid19 #vaccine 	0.5574	Positive
#orph huge news today both for the company &amp; in the future #covid vaccine development process. big boost to what we… 	0.6124	Positive
The first vaccine data is good, a positive person is 608 among a vaccinated person 608 (0.1%) The positive rate of non-inocongians is 3.9%, so it is only seven of seven of them _ (: 3 ∠) _ 	0.9231	Positive
the  reveals its logistics plan for #mwc21. currently not going for vaccine-only approach. attendees will requ… 	0.0	Neutral
__020  read the oxford vaccine website. you've no need to worry. they are fine scientists. 	-0.5106	Negative
man accidentally invited for covid-19 vaccine as nhs thought he was 6cm tall 	-0.34	Negative
reasons to be very cheerful - lots of friends are having their vaccines this week. will you consider ‘twinning’ y… 	0.7841	Positive
wonderful news. carers aged 60-64 can request vaccine at regional vaccination centre. gps will start to contact p… 	0.5719	Positive
due to recent speculation and rumours regarding the covid-19 vaccine here are some reliable sources from experts to… 	0.0	Neutral
this is very good. if the vaccine really reduces transmission by this much, then herd immunity will not be a fantasy 	0.4927	Positive
#picts #archaeology #pictland #northernpicts #vaccine #wash #covid19 	0.0	Neutral
important to know: ‘people with epilepsy are included in priority group 6 of the covid-19 vaccine roll-out’. 	0.2023	Positive
this is what collaborative comms looks like. we know some communities are hesitant about getting the #covidvaccine… 	0.128	Positive
covid-19 vaccine q&amp;a - latest news, antibody tests and tackling new variants 	0.0	Neutral
the fleet centre has opened for those yet to have their first vaccine _uk 	0.0	Neutral
That if I do not have the vaccine, I can lose my job⁉️ this is already too much. 	-0.4019	Negative
covid vaccine a true party moment (even if i had to bring my own) #covid19 #covidvaccine #party 	0.6705	Positive
i'll be talking to the community in #oldham and surrounding areas this saturday regarding #covid19 #vaccine. join u… 	0.296	Positive
really grateful and pleased to have had my first covid vaccine this evening. i got the pfizer biontech vaccination… 	0.7548	Positive
vaccines won't affect fertility.  excellent, authoritative advice from our very own dr ginny beckett.... 	-0.4585	Negative
healthy, young volunteers will be infected with coronavirus to test vaccines and treatments in the world's first co… 	-0.128	Negative
praise god for his wisdom for scientists to develop vaccine. first jab  done to beat 🤜 #covid19.… 	0.8442	Positive
as in covid19 #pfizer vaccine. 	0.0	Neutral
#carers can now book their vaccine!you may need to get spreadsheet changed at gp prac if it won’t let you do it… 	0.0	Neutral
team huckle are feeling very grateful today - mummy &amp; daddy h had their vaccine this evening ❤️#covid19 #vaccine… 	0.5849	Positive
had the pfizer vaccine, very quick appointment and little side effects, wonderful staff 	0.5325	Positive
thank you  for addressing harrow west #labour about #covid19, vaccinations and issues about vaccine… 	0.3612	Positive
my parents are now vaccinated so i hope they’re now gonna offer to do my shopping, it’s only fair  #vaccine #covid19 #shopping 	0.722	Positive
further extensions to the covid-19 vaccine programme 🦠 	0.0	Neutral
businesses are seeking 'no jab, no job' contracts to force employees to get vaccines - what… 	-0.5267	Negative
covid london #covid19 #covid19vaccine #lockdown2021 	0.0	Neutral
about a third of troops have turned down the covid-19 vaccine 	0.0	Neutral
coronavirus live news: pfizer says vaccine offers two-thirds less protection from south african variant 	0.0	Neutral
#coronavirus live news: #pfizer says #vaccine offers two-thirds less protection from south african variant #covid19 	0.0	Neutral
disabled people in care homes are at risk – why aren't they a priority for covid vaccines? 	0.2732	Positive
we also have to educate people that having the vaccine will not eradicate or remove the chance of getting the virus… 	0.25	Positive
just to remind people in britain that the pfizer vaccine was developed by former refugees in germany - but it's par… 	0.0	Neutral
a mandatory vaccine passport scheme would require legislation and the c… 	0.0772	Positive
i find it very british to think that soon, once everyone has had their vaccine, the nhs and its volunteers will hav… 	0.0	Neutral
covid-19 vaccine #2 ✅ #setrust 	0.0	Neutral
delighted to day that i received my first dose of the coronavirus vaccine. it really is so simple, very quick and v… 	0.5106	Positive
£37bn cost of coronavirus test and trace system paid by the uk government. how much is vaccine costing the uk ?… 	0.0	Neutral
i got my covid-19 vaccine appointment letter, lads!! first jab tomorrow! 	0.0	Neutral
all done! come on people we can achieve great things if we work together!#covid19 #covidvaccine 	0.6892	Positive
please please vaccinate to move forward. #vaccinepassports #covid19 #toneconsultancy #covidvaccination #antivac 	0.5574	Positive
oswestry jabbing today. #vaccines #vaccinationdrive #covid19 	0.0	Neutral
words cannot express how grateful i am to receive my 2nd dose of the covid19 vaccine today. thank you to all my ama… 	0.0052	Positive
vaccine today.whoop!#covid19 	0.0	Neutral
i wish he would have said the vaccine gives us more 'solutions' #wwfc 	0.4019	Positive
please think about people with disabilities when your offered the vaccine, practice social distancing, others measu… 	0.3182	Positive
the israeli #covid19 vaccine passport only lasts 6 months....#vaccinepassports 	0.0	Neutral
does anyone know if sharp and localised back pain is a known side-effect of the oxford/astrazeneca covid-19 vaccine? 	-0.5106	Negative
"i dont think he said ""the vaccine and a negative test"". he said ""the vaccine or a negative test""can you clarify a… "	-0.8126	Negative
that's me done! two #covid19 #vaccines complete. thank you to of my brilliant colleagues  who organised… 	0.7644	Positive
brussels chief accused of 'outrageous' uk vaccine slur to cover-up eu's own failures 	-0.7506	Negative
ⓢⓚⓨ ⓣⓔⓒⓗ facebook to tackle coronavirus vaccine misinformation - 	-0.3182	Negative
"get the vaccine. please? go on! get the vaccine. we've even made a film called ""a beacon of hope - a vaccine stor… "	0.6696	Positive
we all knew liebour would blame the ukreally?! tony blair says brexit is to blame for eu's catastrophic vaccine r… 	-0.807	Negative
that's because you haven't exported any vaccines, unlike the eu which has. 	0.0	Neutral
just had second dose of covid-19 vaccine. speedy and kind service at al-hikmah centre, dewsbury! thank you! #pfizercovidvaccine #nhsheroes 	0.7568	Positive
woohoo!! i’ve just had my first covid-19 vaccine 🤩 ✅ feeling super grateful and relieved  now for a restful few d… 	0.9467	Positive
it took millennia to create the hypodermic syringe which now allows medics to deliver vaccines and injections. humb… 	0.2732	Positive
i'm 58, wife 55, we both had our 1st vaccines today via gp, neither are frontline workers, no underlying medical is… 	-0.296	Negative
don't worry, it won't change your dna.thankfully the vaccines are safe and effective.   i'd have no… 	0.8129	Positive
this video is really worth 2 mins of your time to hear about our amazing women behind our vaccine #iwd2021 #covid19… 	0.7178	Positive
_vaccines  that's great, but it will be driven by the outside. the eu commission… 	0.3716	Positive
no let’s not. vaccines have been offered and rolled out to the most vulnerable that wanted them.  time now to save… 	-0.5256	Negative
with the roadmap out of lockdown3 revealed and positive vaccine  efficacy data showing real world reductions on in… 	0.5574	Positive
what tanzania's covid-19 vaccine reluctance means for its citizens and the world  via _africa 	-0.34	Negative
great to see my former boss  get his jab. #covid19uk #covid #vaccinationdrive #vaccination #vaccineswork 	0.6249	Positive
what are your thoughts on a covid travel pass? #covid19uk #covidー19 #covid19 #travel #vaccinepassports 	0.0	Neutral
there's a lot of misinformation about the #covid19 vaccine circulating online. #lozells residents can learn more… 	-0.3182	Negative
lockdown restrictions will be eased but test/trace/taking vaccine remain essential.residents  #barking #dagenham… 	0.1531	Positive
test/ trace and taking vaccine remain essential.tower hamlets residents who aren't experiencing symptoms of… 	0.0	Neutral
vaccine nationalism needs to end.the threat won’t be over until every country has the resources to tackle this.… 	-0.5267	Negative
plz understand that covid vaccines are:a) not a vaccine! they don't stop, cure or prevent covid.b) you can still… 	0.3777	Positive
And there are people who say that vaccine and lockdown does not work. My God, who delights lives in a well-governed country. 	0.2928	Positive
introduce the passport and make it easy for those who can’t have the vaccine to be issued with a passport also, no… 	0.4404	Positive
⭐️day 5.post vaccine update.the only tiny side effect i have had thus far is a slightly sore arm which i actually… 	-0.2975	Negative
first dose covid-19 vaccine ✅ 	0.0	Neutral
people with hiv can now get covid-19 vaccine without disclosing status: this stigma is so pervasive that in the uk,… 	0.0	Neutral
spain to add covid-19 vaccine passport to travel corridor scheme       “boris” if spain can… 	0.0	Neutral
quote from eua 'however, efforts to speed vaccine development to address the ongoing… 	0.0	Neutral
take a moment to sign this, 173000 already have.petition: do not rollout covid-19 vaccine passports 	0.0	Neutral
i get my vaccine on thursday and my second is already booked for may. perks of being a frontline worker! delighted!… 	0.0	Neutral
the nhs is currently offering the covid-19 vaccine to people at risk from coronavirus.the vaccine is being offere… 	-0.2732	Negative
the uk must demand fair access to covid-19 vaccines for palestinians 	0.2023	Positive
people with hiv can now receive life-saving covid vaccine without disclosing their status to a gp: people living wi… 	0.0	Neutral
the great #vaccines scandal.  coming soon to thought and leaders podcast. subscribe today via your favourite podcas… 	0.296	Positive
just popping in to get my #covid19 vaccine. arrived at 4.42pm. told to take my jumper off at reception. jabbed by 4… 	0.0	Neutral
first #covid19 vaccine ✅absolutely delighted to have gotten my first vaccination today at a professional, persona… 	0.5106	Positive
the power of #teamwork at the hammersmith hospital  #covid19 vaccine hub today  … 	0.0	Neutral
data is now available on the high efficacy of single shot #covid19 vaccine regimes but don't yet have… 	0.0	Neutral
fantastic vaccine news!! 	0.6351	Positive
via  - more on #covid19 #digitalvaccinepassports.....#digitalhealth #nhs #vaccine covid-19: pm promises… 	0.0	Neutral
just booked my vaccine. if you are a carer and receive carers allowance you should be entitled 	0.2732	Positive
amazing community spirit supporting the #covid19uk #vaccine delivery at museum - incredibly proud of every… 	0.8955	Positive
given the reticence of the black community regarding the #vaccine it felt important to post my experience of receiv… 	0.2023	Positive
kincaid what you said on look north last night was complete rubbish. of course the vaccine stops you getting… 	-0.1531	Negative
vaccine done so feeling really positive for the first time in a long time #covid19 #vaccine 	0.7309	Positive
🤣#vaccinepassports #vaccine #covid19 	0.0	Neutral
being up early today for a shift at  delivering covid vaccines did have its benefits in addition to h… 	0.3818	Positive
im nervous, but yesterday i volunteered for a covid-19 vaccine trial. the vaccine is one that was created in russia… 	0.2382	Positive
so why no priority for vaccines 	-0.3566	Negative
take notevaccines arrives at the kotoka international airport on 24/02/21government of ghana to receive the coun… 	0.0	Neutral
jonathan van ness requests fellow hiv-positive people to sign up for covid-19 vaccine: jonathan van ness, who is hi… 	0.0	Neutral
i have a booking for 4th september on iona - i’ve not currently been called for my covid-19 vaccine.… 	0.0	Neutral
