Tweets	Compound	Analysis
we don't want your vaccine but we are going to stop having the ones you want. thank god we're out of this crap  	-0.3278	Negative
bit dubious about having my jab at the home of world darts 🤭 #coronavirus #vaccinated #covid19 	-0.3612	Negative
#covid19 jab booked  	0.0	Neutral
lagos state government releases list of 88 centers where residents can take covid19 astrazeneca vaccinethe 88 cen… 	0.0	Neutral
oh well, that’s all my data breached now... 🤣🤣🤣 #covid19 #covid #covidvaccine 	0.2732	Positive
jeeez. i hope we get our 2nd jab before she starts playing silly buggers 	0.5859	Positive
 great to see one of out leading public figures getting their vaccine - don’t hesitate get the jab! over 50’s… 	0.5093	Positive
   by “the” vaccine i assume you mean covid19 vaccine, and not the many vacci… 	0.0	Neutral
get stuffed. eu ballsed it up and now scrambling around for someone to blame. u.k. has exported astrazeneca vaccine… 	-0.34	Negative
thrilled to get my astrazeneca covid-19 vaccination today. super slick operation at north ormesby #middlesbrough hu… 	0.7783	Positive
awww europe what are you doing - #vaccine _commission 	0.0	Neutral
i found it quite emotional as i left the dr’s all jabbed up.  thank-you to everyone who worked on this vaccination… 	0.2247	Positive
the eu president once again issuing another block on vaccines. using the vaccine for political gain is shameful whe… 	-0.4019	Negative
all this talk about suspending ip patent rights wrt to vaccines #covid19 has nobody heard of compulsory licensing o… 	0.0	Neutral
#covid19 short of jabs nhs to concentrate on 2nd jabs	0.0	Neutral
every man and dog seems to have had the jab and gets nearer my turn fuck all supply #pissoff #covid19 	-0.5423	Negative
#covid19 #vaccine #pandemic #roadmap 	0.0	Neutral
matt hancock instills me with absolutely no confidence whatsoever#covid19 #covidvaccine	0.2698	Positive
uk is expecting vaccine supplies from the continent to be restricted. reading between the lines this means they thi… 	-0.3818	Negative
 i am 52 and have been trying all day to book a jab both online and over the phone to no avail #covid19… 	-0.296	Negative
  i haven't missed a day of work either but this winter with vaccines being rolled out, the he… 	0.1139	Positive
. #vaccine doesn’t increase risk compare to other vaccines.1. the risk of blood clot in general popula… 	-0.2263	Negative
help us get life-saving drug approved for covid-19 	0.6705	Positive
all vaccined up now, only an achy arm so far  #covid19 #covidvaccine #pfizer 	0.0	Neutral
which is not new, news. the previous timetable for vaccine roll out is on track. @ 	0.0	Neutral
done! #vaccine 	0.0	Neutral
she’s threatened to block vaccine exports to countries that haven’t allowed exports to the eu; not to countries “wi… 	-0.7096	Negative
this is a bit rich considering many european nations have been binning astrazeneca vaccines over the last few days… 	0.5574	Positive
#uk says all adults to receive covid-19 shot by end of july despite supply squeeze 	0.0	Neutral
i am terrified of needless and yet i have never been more excited about having a #vaccine in my life. tomorrow both… 	-0.7394	Negative
 is beginning to worry about some of the more extreme covid-19 vaccination side effects. 	-0.4404	Negative
i had my 1st #oxfordvaccine for   #covid19 🦠 today, somewhat surreally done by our favourite local … 	0.0	Neutral
so proud of  today who have worked with  to deliver 87 #covid19 vaccines in our pop up… 	0.5256	Positive
  i had my #covid19 vaccine today. i’m still alive! i’m so glad to have enough common sense to r… 	0.7339	Positive
"great quote from jvt (prof jonathan van-tam) uk’s charismatic deputy cmo ""vaccines don't save lives if they're in f… "	0.3553	Positive
 good job on promoting the jab #eric #covid19	0.6597	Positive
just loved emmerdales really positive coverage of having the covid-19 vaccine  very well done 	0.8803	Positive
a friend of mine sent me this and i can’t stop laughing  #covid19 #vaccinated  #pfizer #moderna #astrazenaca… 	0.6369	Positive
 seemingly the moderate eu has threatened u.k. with stopping covid vaccine for the 2nd time in just 8 wks an… 	-0.5574	Negative
"look at the wording!""if you get the call, get the jab"".""if"" twitter.not ""when"".not ""soon"".but ""if"".so judging… "	0.0	Neutral
remember when  said we shouldn’t politicise vaccine distribution... 	0.0	Neutral
isn’t this the same astrazeneca vaccine the eu were demanding we give them some of? now they’re refusing to have it… 	-0.5574	Negative
laura kuenssberg has produced a podcast recounting events at the beginning of the pandemic. boris johnson ridiculed… 	0.0	Neutral
vaccine shortage for under 50s has forced my hand. i have to endure the wait somehow. #lockdown2021… 	-0.2023	Negative
regular booster vaccines are the future in battle with covid-19, top genome expert says: ... slower than influenza… 	-0.2023	Negative
mosque in newport to be used as covid-19 vaccine clinic. this is a brilliant effort to engage the local community… 	0.7351	Positive
13 yrs ago, i wrote this status about a migraine which turned out to be cerebral venous sinus thrombosis. i also ha… 	0.0	Neutral
think the roll out of the vaccine is amazing but please be honest - we have vaccines supplies as and when - no abil… 	0.7906	Positive
european union are going to stop export of #vaccines unless they receive from countries outside the eu. we supply… 	-0.296	Negative
covid-19 news: eu may restrict exports of covid-19 vaccine to uk 	-0.3818	Negative
sir paul nurse discussing 'precautionary principle' and az vaccine on , pointing out it neglects the risk of… 	-0.6486	Negative
 mickey and minnie should wear masks to set an example, even if they have both received the covid-19 vaccine!	0.0	Neutral
 we need, 100% effective, coronavirus vaccine, that meets the safety regulations, and meets the strict… 	0.7096	Positive
nvax stock – novavax covid-19 vaccine performs well in clinical trials, but variants remain a ...: the press releas… 	0.1406	Positive
matt hancock is 42..... mind blown #factoftheday #covidvaccine #briefing #peston #coronavirus #government	0.0	Neutral
 we did 872 #astrazeneca 1st dose vaccines today _view_nhs. very few dnas who will be reinvited… 	0.0	Neutral
 nothing at all to worry about with the anti bat 🦇 covid-19 vaccine jab. the only side effect i’m havin… 	-0.6369	Negative
this is what they can't tell you about the vaccine 	0.0	Neutral
in uk, 1 in 4 have received one dose of a #covid19 #vaccine by the end of last week.in #eu, this no. is just over… 	-0.3612	Negative
just because you’ve had your vaccine, it doesn’t mean you stop wearing your face mask. #maskup #covid19	-0.296	Negative
 by far the best performing bit in dealing with covid-19 (think of vaccine delivery) of all the bits the g… 	0.6369	Positive
bosses can legally demand staff get vaccinated against #covid19, ministers say as 'no jab no job' debate continues… 	-0.5423	Negative
despite ministers saying ‘no’ to vaccine passports yesterday, this morning it looks like we’re getting vaccine pass… 	0.3612	Positive
got a question about the vaccine? want to know more? this is for you - and it is tomorrow, weds 10th feb.… 	0.168	Positive
with the oxford astrazeneca vaccine found to be less effective against the south african strain of the coronavirus… 	0.3832	Positive
harvey price writes sweet letter to nhs after his covid-19 vaccine  via 	0.4588	Positive
boris johnson minister, :“the decisions the us takes on matters of arms sales are decisions for the… 	0.0258	Positive
excellent points re #southafricanvariant and #oxfordvaccine from our director of public health.  worth noting. 	0.6808	Positive
 johnson should read this. but will he learn from the mistakes , i doubt it. he is mo… 	-0.7579	Negative
iran begins immunization campaign with freshly delivered russian sputnik v vaccine  #	0.0	Neutral
please get vaccinated. i'm still ill 7 weeks later. #covid19 #longcovid #covid19uk #covidvaccination #pfizervaccine… 	-0.128	Negative
#pakistan gives approval for russia’s sputnik v covid-19 vaccine for emergency use 	0.128	Positive
improving every day!     #covid19 #vaccine 	0.4753	Positive
catriona stewart: ma stewart has had her vaccine and i'm reminded what real joy is (poignant person… 	0.5859	Positive
are you booked in to have your covid-19 vaccine at hull’s new mass vaccination centre tomorrow? we’d love to get yo… 	0.6369	Positive
3rd world country - iranian cleric says covid-19 vaccine turns people gay   via 	0.0	Neutral
iranian cleric says covid-19 vaccine turns people gay?? ...........what an idiot........... via 	0.0	Neutral
iranian cleric says covid-19 vaccine turns people gay?? ...........what an idiot...........  via 	0.0	Neutral
iranian cleric says covid-19 vaccine turns people gay?? ...........what an idiot........... 	0.0	Neutral
. those who are purposefully spreading disinformation - regardless of race - about the covid-19 jabs should be… 	0.0	Neutral
i think anybody with even a few brain cells realises this will be the norm with us all having a jab every year just… 	0.0	Neutral
concerns about emerging #covid19 variants and efficacy of #covid19vaccines. not the first nor the last uncertainty… 	0.0	Neutral
#wrestling #vaccine #covid19 	0.0	Neutral
chris gilmour: vaccine passport vital to save travel industry during covid-19  via 	0.6597	Positive
hey all i made a video showing me getting my covid jab and the process, check it out 	0.0	Neutral
vaccine passports are a conspiracy theory they said. only yesterday it won't happen they said  	-0.5267	Negative
thrilled that my mum had her #covidjab today. a step closer to being able to sit in a room with her again! #covid19	0.4926	Positive
numbers coming down! hang in there everyone ! soon be over #covid19 #vaccine 	0.0	Neutral
a little snow can't stop #covid19 research! i'm back for my #vaccine trial follow-up.the team checked if i'd been… 	0.2302	Positive
massive drop from the same time last week. with the vaccine taking effect and this wave naturally coming to its con… 	-0.2732	Negative
and like buses, dad now jabbed too! #covid19 clearly some rapid-jabbing occurring in #secornwall !	0.6988	Positive
covid-19 vaccination updateplease make sure you opt in for the vaccine when invited. some patients, including thos… 	0.3182	Positive
‘for the community’ an important message from abs about why he got the covid-19 #vaccine recently. 	0.2023	Positive
jimmy has to go tomorrow for a covid-19 vaccine into the gp’s car park. what is doh doing with the vulnerable patie… 	-0.2263	Negative
fake emails about vaccinations #covid19  #covidvaccine #nhs 	-0.4767	Negative
 members of the public queue outside the brighton centre to receive their covid-19 vaccine. … 	0.0	Neutral
⚠️update⚠️ cupar corn exchange covid vaccines are cancelled for the rest of today because of the deteriorating weat… 	-0.25	Negative
all frontline emergency services regardless if they are police, fire or ambulance service need the vaccine! 	-0.6476	Negative
we are told that the route out of this is the #vaccine. we are also told that the ni population will have both ja… 	0.0	Neutral
 can we have a more sombre nhs animation showing the ever-increasing covid deaths? #covid19 #vaccine #ledbydonkeys	0.0	Neutral
_fargo took me to get my covid-19 vaccine in barry. thank you _uhb  and  for keeping me safe 🧡… 	0.6597	Positive
cuba’s covid-19 vaccines serve the people, not profits -  	-0.3412	Negative
astrazeneca smashing it out again!common asthma drug cuts covid-19 hospitalization risk, recovery time - oxford s… 	-0.5562	Negative
this won't happen. the government has already confirmed that a #covid19 vaccine passport or id would be illegal in… 	-0.5574	Negative
even the increasingly centrist aclu agree that immunity/ #vaccinepassports are against civil liberties. 'any immu… 	0.7003	Positive
hostile environment: fear is stopping migrants getting the covid-19 vaccine jab, research suggests 	-0.7506	Negative
visualizing global attitudes towards the covid-19 vaccines 	0.0	Neutral
our team physiotherapist - fiona delivering #covid19 vaccines today at  _fiona… 	0.0	Neutral
such heartbreak not the way 70 years of marriage should end.sincere condolences to their family get a vaccinesta… 	-0.5719	Negative
nurse appeals to bame communities to have covid-19 jab09 february, 2021by megan fordthis nurse had covid .  she… 	0.0	Neutral
well i am glad to have had the oxford vaccine 	0.6249	Positive
  its okay bbc we will do yr journalism for you 🤔phoney tony bliar vaccine passport supremo… 	0.2263	Positive
 except phoney tony vaccine passport officionadotony blair 'consulted matt hancock about coronavirus guide… 	0.0	Neutral
here is an excellent summary of  and  #covid19 vaccine story with the issues to date. story… 	0.5719	Positive
 here is an excellent summary of  and  #covid19 vaccine story with the issues to date… 	0.5719	Positive
 you are talking about a lot of what if’s- what if none of the workers got any side effects - what if no… 	0.0	Neutral
iranian cleric says covid-19 vaccine turns people gay: 'ayatollah tabrizian combines scientific ignorance with a cr… 	-0.3612	Negative
#cuba making remarkable progress to develop it's own #covid19 #vaccine &amp; a local source now tells me they are devel… 	0.7506	Positive
this is not a queue for a covid vaccinethis is a queue at a food bank today in the uk.#coronavirus #oxfordvaccine… 	0.0	Neutral
second jab and obligatory post #covid19 #vaccination 🦠 	0.0	Neutral
overall it’s good schools are going back - our kids need schooling and the vaccine has #covid19 in retreat #schoolsreopeninguk stay safe	0.765	Positive
today is the day i get my first covid-19 vaccine dose, still surprised they offered me it at this point, stocked up… 	0.2263	Positive
russian disinformation campaign working to undermine confidence in covid-19 vaccines used in us	0.2732	Positive
#covidvaccine part 1 ...complete huge round of applause to everyone at the #totallywickedstadium... super efficie… 	0.8402	Positive
the things you learn when queueing for your covid vaccine #vaccine #covid19 #folkestone #jimihendrix 	0.0	Neutral
boris johnson: fair pay for nhs staff working on the front line working with covid-19 patients  via 	0.2263	Positive
why wouldn’t you have a vaccine if it’s offered #vaccineswork #vaccinessavelives polio , measles , mumps , rubella… 	0.0	Neutral
if you’ve had a #stroke or #ministroke please complete this survey about the covid vaccine … 	0.3182	Positive
how to book a covid-19 vaccine if you are an unpaid carer of a clinically vulnerable person 	-0.2263	Negative
well first jab done, yes i am that old. just been catching up with my reading, good news at last.      	0.7717	Positive
#news | #pressconference | #downingstreet pm boris johnson will lead a coronavirus press conference this afternoo… 	0.0	Neutral
more #vaccination today . lovely place to be #vaccine #covid19 	0.6204	Positive
for my lusophone followers my portuguese tv pushback against uk gov line that truly great uk vaccine rollout was al… 	0.7906	Positive
got my letter this morning and booked my appointments on line. easy-peasy. remember the vaccine is free and the nhs… 	0.5106	Positive
been told to attend for my 2nd covid jab next week  #covidvaccine #covid19	0.0	Neutral
i just had my second dose of the covid19 vaccine   	0.0	Neutral
boris johnson holding a coronavirus press conference. what the betting some idiot journalist asks about the megan/h… 	-0.5106	Negative
johnson distancing himself from the #royalfamily debacle! i realise from his own agenda but nevertheless- right whe… 	0.0	Neutral
very happy to have got my #vaccine today from our wonderful nhs ... 2 minutes of my day in the fight to save lives,… 	0.8516	Positive
_who welcome back. today i got a  appointment for my first covid-19 jab, so that's nice	0.7251	Positive
us monitoring disinformation spread by russia about covid-19 vaccines 	0.0	Neutral
not sure why you’re tweet picturing drakeford, arlene and sturgeon. hmg ran with the vaccine deployment the devolve… 	-0.2411	Negative
so the wife can get her #covid19 jab. but nearest place is apparently kendal cumbria ... we live in stanley county durham...	0.0	Neutral
over 55’s can now book their vaccine now!	0.0	Neutral
just spoke to my ex and our daughter is getting her covid-19 jab tomorrow 	0.0	Neutral
56+? book your vaccine online  	0.0	Neutral
sent to me by my brother.terrifying, isn’t it.#fuckthetories #liarjohnson #covid19 	0.0	Neutral
our local mp getting his shot in the arm! let's all get  when it's offered 	0.0	Neutral
anyone above the age of 65 can start registration for covid19 vaccine in send an sms from any mobile phone with… 	0.0	Neutral
 well done girl... #covid19 #covid19jamaica #vaccine	0.2732	Positive
the film’s strapline reads:“extraordinary. unexpected. fantastic. a beacon of hope: the uk #vaccine story. coming… 	0.7579	Positive
é in arrivo il vaccino per chi ha dai 55 in su #nhs #covid19 #vaccine 	0.34	Positive
the european union exported 34 million doses of coronavirus vaccines in recent weeks to dozens of countries, even a… 	0.0	Neutral
cough up johnson, govt can easily afford 15% for nhs staff. where’s your phoney support for the nhs?… 	0.6249	Positive
invites for covid jabs expected to be sent to over 50s across #shropshire and #telford next week 	0.0	Neutral
 is it safe to go there as this covid19 is screwing everyone self isolation vaccine what more is there… 	-0.1779	Negative
 can you ask why so many 60-64 have not been contacted for their vaccine. i’m one of them in lothians. fee… 	0.0	Neutral
covid-19 vaccine – what you need to know: 	0.0	Neutral
edinburgh coronavirus vaccine rate shown to be the worst in scotland 	-0.6249	Negative
over 55s in nottinghamshire being invited to book a covid vaccine appointment from today  	0.0	Neutral
just been phoned by the gp who said they had spare vaccines so i’m getting one at 11.20 today!! haven’t felt so ex… 	0.0	Neutral
yesterday i had my covid vaccine. today i feel like i’ve been hit by a bus  still glad to have it though my part d… 	0.6705	Positive
so only 2,000 ppl did the survey and now they want a whole nation to get the vaccine that does not guarantee you wo… 	-0.1129	Negative
great start to the day first vaccine over and done with  and a lovely chat with  member of staff mary who a… 	0.836	Positive
pm johnson and the government should carefully watch germany's situation. uk shouldn't allow germans (or maybe all… 	-0.0428	Negative
first batch of covid vaccine to arrive a week early on 13th match according to the minister of health. #covid19… 	0.0	Neutral
i agree nhs vaccine roll out is a huge success but other aspects of uk covid19 management particularly the high los… 	0.5789	Positive
thank you  for the 2nd dose of the #covid19 #vaccine! thanks for a great service, lovely and friendly st… 	0.9501	Positive
this is both the best and the worst explanation of the vaccine  #astrazeneca #covid19 	0.0258	Positive
happy day! i’ve had my first #covid19 #vaccine. thank you    	0.7574	Positive
covid-19 vaccine: get one, give one 	0.0	Neutral
breaking news: doctors and scientists write to european medicines agency warning of covid-19 vaccine dangers! 	-0.7088	Negative
serious potential consequences of covid-19 vaccine technology, warning of possible autoimmune reactions, blood clot… 	-0.4019	Negative
bexhill’s vaccine programme to start offering second doses 	0.0	Neutral
 serious potential consequences of covid-19 vaccine technology, warning of possible autoimmune reaction… 	-0.4019	Negative
_stuff but you know it's a real covid19 vaccine, though?	0.0	Neutral
"""experts explain how covid-19 vaccines are being developed and tested so quickly""  "	0.0	Neutral
talker : got my covid-19 injection booked in for monday.  not sure why i’m so early?  feel a bit weird about it!  i… 	-0.4504	Negative
vaccine booked! the end is in sight 🤓 so grateful  #covid19  	0.632	Positive
 yes pfizer biontech is indeed a brilliant #covid19 vaccine which i tolerated extremely well which is unusual for me..	0.8357	Positive
if you had a letter through post about #covid19 jab &amp; booked on line you may get a call still from your local… 	0.0	Neutral
this covid-19 vaccination card had been found in our deli shop today. if you had your vaccine jab today can you che… 	0.0	Neutral
good stuff. can you allay the fears of some about the tags on your vaccine card? what's it for  	0.0258	Positive
 thanks for looking after your staff. #seconddose #pfizervaccine #covid19 	0.4404	Positive
feeling just a bit elated at having got my first vaccine today. first class system at  this morning &amp;… 	0.6908	Positive
#vaccineswork 	0.0	Neutral
first #covid19 vaccine received! 	0.0	Neutral
new #covid19 variants are circulating. just because people are getting #vaccines, please do not drop your guard.… 	0.4791	Positive
eu declares itself an ‘lgbtiq freedom zone’  nearly a vaccine free zone as well #covid19 #eu… 	0.8625	Positive
my mum’s had a reaction to the jab and i’ve had ezra most afternoons this week and working evenings to make up the… 	0.0	Neutral
uk coronavirus live: ministers under pressure over foreign holidays as covid vaccine exports row intensifies - even… 	0.1027	Positive
 37 billion squandered on an ineffective test n trace system. #ledbydonkeys #snakeoilpeddlers #shysters #covid19 #vaccine	-0.128	Negative
_nutcracker  if johnson contracted covid-19 now, his first reaction would be to cancel the prescription for laxatives.	-0.25	Negative
if you are refusing the covid-19 vaccine, what are your reasons? genuine question as i’m seeing a few people post a… 	-0.4019	Negative
norweskie władze wstrzymały szczepienia przeciw covid-19 preparatem astrazeneca, powołując się na wcześniejszą decy… 	0.0	Neutral
it's an interesting fact that the co-inventor of the covid-19 mrna vaccine, katalin karikó, and my humble self have… 	0.4019	Positive
_will  i did and all the reports i read said the opposite, the flu virus vaccine can improve… 	-0.3818	Negative
thread.more great news for ‘my’ vaccine trial.hoping for crossover before too long.congrats and thanks… 	0.6249	Positive
when vaccine diplomacy meets football diplomacy or something like that!? ‘interesting’ times we live in🤷‍♂️… 	0.4199	Positive
the covid-19 vaccine - a christian scientist’s viewpoint 	0.0	Neutral
community covid-19 vaccine at easton community centre.best of our community took the vaccine- please take your va… 	0.3182	Positive
the 1st package of covid-19 vaccines out of 16m doses arrived to afghanistan.  covax committed to supply 16m dose… 	0.2732	Positive
great thread on vaccines for #covid19, thanks  	0.7906	Positive
leaked boris johnson’s #roadmap to lead the uk out of lockdown #covid19 	-0.3182	Negative
everyone should have coronavirus explained to them and the difference between the vaccines we are receiving...it's… 	0.0	Neutral
map from  showing relative progress in rollout of #vaccines to combat the #covid19 pandemic 	0.1027	Positive
_online now i think this immunity is bulshiite...??  until everyone in the country as had the second vaccine… 	0.0	Neutral
covid19 gat - government approved provider for the provision of private coronavirus covid 19 testing. ✅ @ adamhouse 	0.4215	Positive
   god created man in his image, man created vaccine... i'm guessing this pas… 	0.6249	Positive
what to expect from boris johnson’s lockdown announcement	0.0	Neutral
#covid19 so. #johnson uses infantile language to soften public, cynically exploiting frustration to reopen schools,… 	-0.8074	Negative
breaking news en uk.hoy habla el pm boris johnson para anunciar el #roadmap o plan de ruta que se seguirá para ali… 	0.0	Neutral
#covid19 has not gone away. but today,  #johnson will adopt faux  ministerial gravitas to announce his murderous fa… 	-0.6956	Negative
by the fourth week after receiving the initial dose, the pfizer and oxford/astrazeneca vaccines were shown to reduc… 	0.0	Neutral
eu vaccine fury: malta pm turns on bloc in ferocious attack - bombshell letter exposed 	-0.8176	Negative
is covid-19 vaccine hesitancy exclusive to bame communities or is there a bigger picture?i spoke to dr bnar talab… 	-0.1027	Negative
delighted to get my covid jab but aware so many around world aren't so lucky. that’s why i've donated to covax whic… 	-0.4126	Negative
 _j_harper talk me through the figures. over 90% of people have had a vaccine that protects fro… 	0.3182	Positive
all uk adults to be offered covid-19 vaccine jab by 31 july, boris johnson says 	0.0	Neutral
my first covid19 vaccine  done ✅ just now . 	0.0	Neutral
 did you know that the grove medical centre in felixstowe is rumoured to have run out of vaccine and cancell… 	0.0	Neutral
#iamhappytoday because now i can say #lifeisbeautiful when i get the first dose of my covid-19 vaccine “pfizer”… 	0.0	Neutral
sunday's  vaccine infogram. britain 'leading the way.' 'the greatest vaccination programme in british h… 	0.6369	Positive
award-winning gospel musician, mrs diana hamilton, has received the covid-19 vaccine in the united kingdom. accord… 	0.4215	Positive
at home mini facial part 2 #skincare #skincareroutine #stayhome #staysafe #covid19 #covidvaccine 	0.0	Neutral
lunchtime date for 2nd vaccine jab now looking fowards to cleaning the boots and boris telling us when we can back… 	0.0	Neutral
for the sake of everyone i hope french and german leaders look to this for confirmation that the #astrazeneca vacci… 	0.4404	Positive
sage member calls for children to get covid-19 jab 'as fast as we can'  via 	0.0	Neutral
#confinement #mondaythoughts #crypto #coronavirus #borisjohnson #attackontitan #altcoins #bitcoin #coronavirus… 	0.0	Neutral
#lockdown #borisjohnson #covid19 🤞 	0.0	Neutral
doing not just talking about doing. got the picture yet? #macron #borisjohnson  #vaccine 	0.0	Neutral
china and russia rewrite ‘global health order’ with their covid-19 vaccines as west struggles to spread its aid &amp; i… 	-0.3612	Negative
got my covid-19 vaccine appointment 	0.0	Neutral
#amazing #vaccinerollout 	0.0	Neutral
so relieved that my mum has got her #covid19 vaccine invite through. not long to wait now. #thankyounhs 	0.5413	Positive
#uk provides first dose of covid-19 vaccine to 17.7 million people 	0.0	Neutral
life insurance won't cover covid-19 jab ... 	0.0	Neutral
everyone in england. june 21st#borisjohnson #covid19 	0.0	Neutral
effectiveness of bnt162b2 mrna vaccine against infection and covid-19 vaccine coverage in healthcare workers in eng… 	0.0	Neutral
how is sir bobby only getting his vaccine now. he is 83 years old 	0.0	Neutral
handy dates grid of out of lockdown action dates for your fridge . #covid #lockdown #borisjohnson #coronavirus 	0.0	Neutral
the countdown is on  #borisjohnson #covid19 #lockdown #summer2021 	0.0	Neutral
fair play  was requested to book my vaccination today and i'm getting my #covid19 jab on thursday. #vaccine	0.5719	Positive
polio ward 1950 .images like this , should tell us why vaccines are important and research shows us they work !… 	0.5562	Positive
"not watching #johnson as ""feck off you incompetent tw*t"" not suitable for 10 year old to hear but are we taking bet… "	-0.2617	Negative
i've now had the 1st dose of covid-19 vaccine. i did so, after much reading, research and  thinking around the subj… 	0.0	Neutral
"new: uk pm boris johnson claims coronavirus lockdown changes are ""irreversible"" until they are reversed. "	0.0	Neutral
"new: uk pm boris johnson hails spring's ""crocus of hope"" amidst the coronavirus ""frost' which has killed more in br… "	-0.3818	Negative
covid-19 vaccines: nhs england allows people with hiv to access jabs without informing a gp: in a change of policy,… 	0.0	Neutral
what’s the population of uk? 72 million my guess? only around 17 million have had their first jab, so why has he de… 	0.0	Neutral
with pm boris johnson announcing a roadmap for ending #lockdown, i'm reminded of how grateful i am that #phd… 	0.4588	Positive
 #vaccineswork #vaccinesforall 	0.0	Neutral
it’s hard to imagine a bigger contrast with the eu’s ridiculously small-minded approach to the vaccine issue 	-0.4215	Negative
who is being offered the coronavirus vaccine in scotland  via 	0.0	Neutral
today’s roadmap is another well-signposted route directly to disaster, just as johnson did twice last year. why isn… 	-0.6249	Negative
join me in helping deliver 2 billion covid-19 vaccines for health workers around the world. donate today! 	0.5707	Positive
drink it in like a coronavirus vaccine  	0.3612	Positive
17.6m vaccinated, reducing transmission (2/3 -1 jab). kent variant surpasses older strain, vaccine effective for bo… 	0.4404	Positive
not#liarjohnson 	0.0	Neutral
sterling job again from  paji in vaccine myth busting for punjabi community. when it’s your turn please… 	0.0	Neutral
boris johnson has set new over 50s vaccination target (15/04), all adults (31/07). jcvi to outline priority order f… 	0.0	Neutral
£2.7m tv studio shows johnson hasn't only been wasting cash on covid-19  via 	0.3089	Positive
coronavirus latest news: oxford and pfizer jabs reduce hospital admissions by up to 94pc, uk ...: people with hiv c… 	0.0	Neutral
single vaccine jab linked to 85% - 94% drop in risk of coronavirus hospital admissions in scotland, study shows 	-0.4939	Negative
don't just be her somebody, be her antibody; inoculate yourselves with love.the covid -19 vaccine from pfizer. no… 	0.0	Neutral
and australians keep insisting they don't need the vaccine yet.at the same time, vic welcomes australian open tenn… 	0.4019	Positive
faster jabs in poorer places. this seems sensible. the poor are dying more. 	-0.6808	Negative
you can’t have this vaccine rolled out, hospital admissions and deaths down and still keep everyone under lock and… 	0.0	Neutral
covid-19 vaccines should be administered as close to #eastlothian residents’ homes as possible.it’s simply not goo… 	0.0	Neutral
rubbish. this is spin. my sister in law is 70+ living near cardiff and has not been offered the jab.mark drakefor… 	0.0	Neutral
the newest diplomatic currency: covid-19 vaccines  #india #modi #bjp #newdelhi #china… 	0.0	Neutral
better days ahead  #covid19 #covidvaccine 	0.4404	Positive
we know that the covid-19 vaccine will prevent disease, but what we don’t know yet, is whether it prevents infectio… 	0.128	Positive
#japan gets first batch of covid-19 vaccine, courtesy of pfizer 	0.3612	Positive
#primadose #vaccino #pfizer ✔️ e sto ancora bene, tu lo faresti? #astrazeneca #moderna #coronavirus #virus	0.0	Neutral
#covid19 #tamworthuk #tamworth #vaccine #staffordshire @ tamworth, staffordshire 	0.0	Neutral
&amp; the reprieve is inmaybe time to get vaccinated &amp; have the vaccine kick in to do what it needs to docity hospita… 	0.0	Neutral
#borisjohnson #borishasfailedthenation #boristheliar #covid19 #toriesmustgo 	0.0	Neutral
some great news for a friday morning - that’s me all booked in for my first coronavirus vaccine next wednesday. fin… 	0.6249	Positive
asthmatic fringe benefits.#covid19 #vaccine 	0.0	Neutral
utter hogwash. people are being offered the vaccine by age. there isn’t any racism. just misinformation about vacci… 	-0.7506	Negative
&amp; the sense of relief is palpable - my vaccine invite has just arrived via text messagei needed a bit of digital l… 	0.5719	Positive
more good news on the roll out of the #covid19 vaccine in ni. cev can now book an appointment at a vaccine centre.… 	0.4927	Positive
#lovestorytaylorsversion #marktuan_oneinamillion #cryptocurrencies #astrazeneca #ausopen #coronavirus… 	0.0	Neutral
got text supposedly from  asking me to email them if i want to go on vaccine list in next 3 weeks.… 	0.0772	Positive
now officially the only member of my extended household not to have received the covid-19 vaccine.which is nice...	0.0	Neutral
could not make it up. get invite for the vaccine and book the appointment.post arrives referral from sept finally… 	0.1531	Positive
covid-19 vaccines: government warned stigma could delay hiv-positive people accessing jab: people with hiv currentl… 	-0.5267	Negative
remember, johnson got it wrong in world beating style from the outset. 	-0.7269	Negative
“john hess. come on down. the pfizer is right!” guess the location for my vaccine jab. #covid19 	0.0	Neutral
get covid facts from the experts like dr amir or nhs website - too much fake news being posted. had my jab yesterda… 	-0.1531	Negative
one way to stretch their vaccine stock i suppose... 	0.0	Neutral
if you’re over 70, or your mam, dad, nana or grandad is, contact the nhs for their first jab if they haven’t been i… 	0.0	Neutral
the vaccine “releases these little star things into your intestines” 🥴 	0.0	Neutral
thanks to all participants at today’s languages of covid workshop. here’s a small snapshot of what we discussed. i… 	0.4404	Positive
just had the first dose of my pfizer biontech covid-19 vaccine. thank you usa, germany, nhs and the skilled raf med… 	0.3612	Positive
 i'm not too worried about that as one pfizer dose is probably already 90% effective against #covid19… 	0.6108	Positive
 jab away fuck you #covid19 	-0.5423	Negative
happy to say this turned out to be a legitimate message and we are both booked in for our vaccine next weds and sec… 	0.5719	Positive
from #covid19 vaccines misinformation to mental health crisis and to better understanding of public health to women… 	-0.5423	Negative
#cryptocurrencies #shoppingstar #australianopen #astrazeneca #bnb #beastfromtheeast #coronavirus #cancelculture… 	0.0	Neutral
 _starmer   demanding we join the eu vaccine program was clearly not op… 	0.4588	Positive
_jones01 let’s hope the #government has the foresight not to mess with the #vaccinestrategy and get the second… 	0.6136	Positive
calling people from salisbury and surrounding areas . if you are over 65 and yet to have your covid-19 vaccine ..wh… 	0.0	Neutral
