Tweets	Compound	Analysis
why are over 40’s with no underlying health conditions now getting the #coronavirus vaccine in worcestershire? feel… 	-0.296	Negative
on the way to get my first vaccine  #covid19 	0.0	Neutral
_lote  no vaccine in history has ever been 100% effective! but vaccinating most of the population will c… 	0.1882	Positive
i don't get it..im 50 my wife is 50 we both have the same doctor yet my wife has an appointment to get the vaccine… 	0.0	Neutral
finally a clear explanation about the eu / uk vaccine supply spat #covid19 #vaccinessavelives 	0.3818	Positive
pm #imrankhan getting covid-19 after 1st dose of vaccine1. symptoms appear after at least 2-4 days of exposure so… 	0.0	Neutral
#covid19 also for #johnson  uk pm who, unbelievably, presses ahead with a “roadmap” for opening up #uk abolish… 	0.0	Neutral
excellent organization at stoneleigh national agricultural centre to have my #covid19 jab. from the parking marsh… 	0.5719	Positive
good morning , could you please tell the nation , the vaccine doesn't work , it kill people who ha… 	0.8376	Positive
just got my first dose. make sure you take it up when offered it!!! #covid19vaccine #astrazeneca #covid19 	0.4898	Positive
happy  covid-19 vaccine  day x @ st catherines health centre 	0.5719	Positive
felt quite emotional receiving my first dose of the vaccine today, along with _marshall 🥳thank you to all sta… 	0.2247	Positive
mubarak ho chinese vaccine pakistanis 	0.0	Neutral
it’s estimated half of all adults in the uk have had a covid-19 jab. meanwhile, parts of france join italy and po… 	0.296	Positive
half of all adults in the uk have now received a covid-19 vaccine dose 	0.0	Neutral
so if the vaccine works why are we still in lockdown? #vaccine #lockdown2021 	0.0	Neutral
in the queue for #vaccine number 1. 🥳#coronavirus #astrazeneca 	0.0772	Positive
so over 50% of the british adult population has received at least one dose of the corona virus vaccine, how happy a… 	0.5719	Positive
clear inequalities in recruitment to covid-19 vaccine trials: 82% white, 10% black, 4% asian in pfizer vaccine tria… 	0.3818	Positive
the sneering on here about people wearing office clothes to get their coronavirus jab is more than a little tiresom… 	0.0	Neutral
A government that did not buy vaccine when offered, cancels purchase of medicines that can save the lives of patients, if ... 	0.3182	Positive
fewer vaccines delivered &amp; fatigue with restrictions are not helping as more dying of covid-19 in europe than in fi… 	-0.4382	Negative
a 1st dose of the vaccine gives the vast majority of the protection, with huge “real world” data provi… 	0.3182	Positive
now what's the odds of this? me and my mum told each other we have the vaccine booked in... we only have it booked… 	0.0	Neutral
lambeth are running an online event for members of the bame communities to ask questions about the covid-19 vaccine… 	0.0	Neutral
rte: eu chief threatens astrazeneca export ban over supplies coronavirus. 	-0.7351	Negative
10 weeks ago our team had their 1st #covid19 vaccine, this weekend it's time for the 2nd. when it's your turn pleas… 	0.0	Neutral
#covid19 #covid19vaccine #roadmap 	0.0	Neutral
this is the institution to applaud for the uk's #covid19vaccine rollout - the #publicsector  #nhs 	0.4588	Positive
you can't get covid from this vaccine lads it was before 	0.0	Neutral
I (56.) I had at 16/03 my 1st dose of v / h #strazeneca vaccine. Some side effects (day after): fatigue ... 	-0.25	Negative
@__michael_prior  in answer to your question no. my wife had her first jab in january, was due her second t… 	-0.296	Negative
24 hours after my covid-19 vaccine and this is how my head feels...... woolly 🧶 🤯 #covidvacccine #headache… 	0.0	Neutral
second covid jab had! didn’t feel a thing! lovely &amp; very friendly vaccinator reassuring me as i am a big scaredy-ca… 	0.8966	Positive
europe’s sheer incompetence in getting a vaccine programme sorted is now threatening a 3rd wave! utter bunch of con… 	-0.7901	Negative
off to get my jab.#landscape #landscapephotography #landscapes #landscapelovers #landscapelover #landscapehunter… 	0.0	Neutral
covid vaccine 1st dose ✅‍⚕️‍🦰#firstdose #astrazeneca #covidvaccine #thanksnhs #covidvaccination #covid19… 	0.0	Neutral
where is the borders now?      ://www.ctvnews.ca/health/coronavirus/eu-chief-threatens-to-ban-astrazeneca-exports-1.5355375 	0.0	Neutral
currently getting through with annoying arm ache today after the covid-19 vaccine yesterday, despite that though ev… 	-0.6486	Negative
1st jab done ✔grass cut 1st time this year ✔garden furniture out ✔treat time ✔busy day  #springequinox… 	-0.2732	Negative
one of this massive number was lil’ ol’ me getting my second pfizer 	0.0772	Positive
just had my first covid-19 jab at the bic in bournemouth. a very slick operation and all the staff and volunteers w… 	0.0	Neutral
first covid vaccine done, it’s good i can unlock my phone and turn tv over by just moving my arm, so the microchip… 	0.4404	Positive
#covid19vaccine number 1 despatched. sadly i am old enough to get it now!  #covid19 #getthejab 	-0.4199	Negative
eu 'playing politics with public health' amid vaccines controversy 	0.2023	Positive
really pleased and grateful mrs b has received her first jab  #thankyounhs 	0.7548	Positive
my dad has had his vaccine today 🥳 	0.0	Neutral
had my oxford astrazeneca covid-19 vaccine today, oh and the sticker. thank you  and the amazing staff at thorn… 	0.743	Positive
i don't remember this coverage for the people's vote in 2019 from the bbc.presumably this has been approved by no… 	0.4215	Positive
home office keen on using epassport gates to scan test results, allowing children to travel without vaccine… 	0.3612	Positive
and before the vaccine rollout can be completed and a few weeks before the lockdown was going to start winding down… 	0.0	Neutral
why would people not want an experimental jab, when the immediate side effects are so bad and we no nothing of the… 	-0.7853	Negative
i have had my covid-19 vaccine and i have done this video to make awareness to #bame community.if i can have it… 	0.0	Neutral
protect yourself and those around you. #nhscovidvaccine #covid19 #astrazeneca 	0.3818	Positive
today i received the oxford astrazeneca covid-19 vaccine at north carlisle medical centre, eden street, stanwix, ca… 	0.0	Neutral
a huge thank you for anyone whom had the vaccine 1 or is totally vaccinated. thank you! #covid19 #covid19vaccine 	0.7644	Positive
super interesting video, explaining that all of the regulatory-approved #covid19 vaccines are effective in preventi… 	0.8658	Positive
"the fact that the """"vaccine"""" has no legal liability.is a new untested technology and was rushed into pro… "	-0.1779	Negative
happy to see the news on the phizer vaccine, can’t wait to get my second dose sometime this month. shame we get not… 	0.1531	Positive
#bbcbreakfast #covidvaccine #covid19 humans are just stupid! you really cannot describe it using any other word… 	-0.5707	Negative
Headlines like this of only help to confuse the population about what the vaccine means ... 	0.5106	Positive
wht better way 2 celebrate ur 30th bday then getting ur 2nd covid jab.no better present then bein protected#pfizervaccine #covid19 	0.8591	Positive
seven uk blood clot deaths after astrazeneca vaccine, covid-19 latest ! 	0.0	Neutral
anyone who dies within 28 days of having an #astrazenaca or #pfizer vaccine will not have the experimental vaccines… 	0.0	Neutral
anyone who dies within 28 days of receiving an #astrazenaca or #pfizer vaccine should have the vaccines listed as c… 	0.0	Neutral
#covidvaccination it’s really worrying that the 50-54 age group are not taking up the vaccine in the % older groups… 	-0.4005	Negative
absolutely ridiculous #covid19 #vaccine 	-0.4201	Negative
_trickett would you consider adding yourself to the 73 mps from all parties opposing vaccine passports? you rig… 	0.4019	Positive
what about johnson? i seemed to remember he died of covid19 last year. his excess of plucky spunk… 	-0.5574	Negative
the world's poorest countries are at india's mercy for vaccines. it's unsustainable | achal prabhala and leena meng… 	-0.25	Negative
"vaccine passports for ""less than one year"". they think you're fucking stupid.and if you are, i have a seafront… "	0.0	Neutral
there's a special place for the hardline vaccine avoiders, conspiracy weirdos, doomsayers, and all other assorted… 	-0.7845	Negative
god bless the #nhs so thankful! #covidvaccine #getvaccinated #pfizer #covid19 	0.873	Positive
so covid19 those catching covid 19 get blood clots. it is one of the symptoms of covid19. is that why some people h… 	0.0	Neutral
stated expert on sky news covid19 causes blood clots.clots have occurred naturally in the population.dvt is a f… 	0.0	Neutral
illuminating thread on the vaccine rollout programme in italy. 	0.0	Neutral
colleagues, please take advantage of this fantastic opportunity to have access to the vaccine. 	0.8658	Positive
covid vaccine time!   #covid #vaccine #astrazenica #covid19 (@ south downs national park authority in midhurst, en… 	0.1511	Positive
really excellent video from  why you can't compare covid-19 vaccines 	0.6115	Positive
my personal opinion on #vaccinepassports is a big no.simply because i don’t trust our government &amp; especially our… 	0.5106	Positive
ukraine sanctions chinese vaccine as covid-19 cases touches new record high 	0.0	Neutral
case of mother who suffered neurological damage after vaccine by  now under investigation!  now how safe is… 	-0.5848	Negative
do you support a covid vaccine passport? 	0.4019	Positive
afternoon twitter4 days after my 2nd vaccination and reality sets in! #vaccine #vaccination #covid19 	0.0	Neutral
more than five million people in the uk have received a second dose of a covid-19 vaccine..... 	0.0	Neutral
i had mine wednesday just gone. no side effects at all. didn't even feel the injection. derby arena ran ve… 	-0.296	Negative
the last thing i missed was the induction for cleaning job at hospital due to covid19 vaccination side effects. 	-0.296	Negative
really important messages about the #astrazenaca #covidvaccine. well done team 	0.4927	Positive
astonishing facts about the #covid19 vaccine in the .1 in 600k injections cause clots.infection rate of… 	0.0	Neutral
my mum had her second pfizer jab today.  it’s a huge relief to know that she is vaccinated and protected against th… 	0.8074	Positive
_uhb if you are aged over 50 and haven’t had your vaccine please call the following number to get… 	0.3818	Positive
i'm sorry. why has  still got a job? short memories people. keep up. #toryscum #borisjohnsonout #covid19 #nhspay 	-0.0772	Negative
deary me, this is madness! we do not need a domestic vaccine passport! stop it! #covidvaccines #coronavirus 	-0.4724	Negative
a clearer task is calling out johnson the serial liar ...each time he faces you in parliament he lies...you know he… 	-0.5106	Negative
following the story on  about 50 years+ needing to get their jabs we thought we’d help out.… 	0.4019	Positive
simple, sound advice to all those who still have questions around #covid19 #vaccines: it's understandable that you… 	0.0	Neutral
do you have questions about the covid-19 vaccine? the rcog are her to help with an information sheet(published j… 	0.4019	Positive
i just feel so proud everyday to know that for the start of the vaccine rollout i helped and worked with some amazi… 	0.6113	Positive
younger people with better immune system will get more reaction. vaccine reaction… 	0.6249	Positive
lobbying by and for for-profit #covid19 vaccine manufacturers? 	-0.0772	Negative
just got a date for my second vaccine #excited.com 	0.0	Neutral
pubs could require covid vaccine passports, according to boris johnsonprime minister boris johnson has said that… 	0.0	Neutral
no one is safe till we are all safe.join me in helping deliver 2 billion covid-19 vaccines for health workers arou… 	0.4404	Positive
yaay!  the vaccine is finally in juba.thick saves lives, but not against covid-19 #ssot get vaccinated if you'… 	0.0	Neutral
#astrazeneca #covid19 #godzillavskong #bnbcoin #attackontitanfinalseason #bugsbunnychallenge #biden #crypto… 	0.0	Neutral
#grandrising #kissthesky #downham #london #londonlockdown #yamnbananas #shotoniphone #layout #beautiful #candyfloss… 	0.0	Neutral
🦠please book your #covid19 vaccine asap if you are 50 or over and haven’t yet had a chance to do so. it’s free, saf… 	0.6786	Positive
why is this extremely crucial bit of information on countries' stance wrt vaccine patents not include… 	0.0	Neutral
they're actually the same worldview. the opposing worldview is that the vaccines shouldn't b… 	0.0	Neutral
no tango, you can't have your covid-19 jab yet, you aren't old enough 🧡#cats #catsoftwitter #thursdayvibes 	-0.296	Negative
elephant in the room.eat real food, protect the nhs, save lives.vaccines aren't going to prevent obese people d… 	0.6933	Positive
one of my brothers is having his vaccine today and this is how the text conversation went:hey sis, im having my v… 	0.0	Neutral
six months ago, i voluntarily received two jabs of an experimental #vaccine to help beat the #coronavirus. thrill… 	0.4019	Positive
never again! astrazeneca to scrap jabs at cost after repeated eu attacks 'beggars belief!' 	-0.5399	Negative
true  #borisjohnsonout 	0.4215	Positive
anyone in groups 1-9 ie. over 50’s or those with underlying health conditions, please make sure you book your jab n… 	0.5574	Positive
i see, hear things differently: those wanting #covid19 #vaccine in sa can't get it beca… 	0.0	Neutral
_disrupted for propaganda purposes yes it sounds good to state 30% of the population have had a covid-19 jab u… 	0.5574	Positive
had my first astrazeneca jab  this morning at the brighton centre, well organised and very quick turnaround, thank… 	0.2732	Positive
multifaith covid19 vaccine message  via 	0.0	Neutral
#newprofilepic #vaccinated #covid19 #covidvaccine #astrazeneca 	0.0	Neutral
india coronavirus: why have vaccine exports been suspended? 	-0.4767	Negative
great to see the bih ministry of civil affairs, un,  &amp; partners at the arrival of 50,000 pfizer &amp; astra… 	0.6249	Positive
underlying health issues mean i got mine today. all astrazeneca's up. 	0.0	Neutral
ok i don’t understand why bars would need to ban anyone without a vaccine!surly if you haven’t have a vaccine or… 	-0.4003	Negative
wars have started over less. the eu now trying to block vaccines leaving, even though contracts have been signed by… 	-0.7579	Negative
do we in wales have to wait for a letter for a covid19 vaccine? i am 53, haven’t had a letter yet and can’t… 	0.0	Neutral
has anybody noticed that when the       government gave the vaccine programme over to #nhs medics, it worked a trea… 	0.0	Neutral
covid-19 vaccine myths debunked: 	0.0	Neutral
received this today and was so excited. jab in a week from now, and i will definitely be taking it. it's pretty dar… 	0.8408	Positive
all done #covid19 #vaccine @ maesteg 	0.0	Neutral
_normal4  every vaccine is experimental. and your near and future health is at risk from a l… 	-0.2732	Negative
not surprising really now that the kids are back to school and the older generation have been jabbed. 	-0.2057	Negative
#johnson leads on #covid19 management is only beaten by #trump when it comes to lives lostthe benefi… 	-0.4215	Negative
all done #covid19 #vaccine 	0.0	Neutral
love being part of a landmark day! so grateful to receive my first #vaccine jab yesterday. i didn’t feel it. i have… 	0.8436	Positive
what ever one might think of amazon, that was speedy delivery!  something to read post #vaccine #covid19… 	0.2481	Positive
covid-19 vaccine no.1 out of 2 done. 	0.0	Neutral
interesting new development of a #sarscov2 nasal spray vaccine 🧐 	0.4019	Positive
the most active head of any government in the world today are; british prime minister johnson, and  american… 	0.4576	Positive
'where the vaccine is made in europe' #dailydail #vaccines #covid19 	0.0	Neutral
why is it people who don’t work get the covid vaccine yet i’ve been working all the way through this pandemic and i… 	0.0	Neutral
got my #oxfordastrazeneca #covid19 vaccine last night. had #guillainbarresyndrome in 2008 and haven't listened to t… 	0.0	Neutral
absolutely horrible seeing people respond to these types of tweets saying they don’t care about the vaccine etc. ab… 	-0.1513	Negative
thankful that the rest of my family have all now had their first dose of the vaccine. should hopefully expect to be… 	0.7506	Positive
latest results put oxford–astrazeneca #covid19 vaccine back on track  scientists hope near-f… 	0.4404	Positive
watch talk 2 . vaccine facts. blow your mind 	0.0	Neutral
vaccine passports - or any variation on them - will do more to harm this fact than anything. 	-0.5829	Negative
fantastic to see colleagues at _h_s_official collaborating with  to promote vaccine confidence and… 	0.8591	Positive
supporting scotland's response to covid-19 a strong focus from _h_s_official on promoting vaccine confidence, inf… 	0.9001	Positive
a year of lockdown, vaccine passports and foreign travel - all big talking points on this week’s coronavirus catch-… 	0.0	Neutral
don't think jennymcgee who nurses johnson during his coronavirus appreciated what he meant when he said to her f'ku… 	0.5106	Positive
interim uk study finds one dose of covid shots reduces hospitalisation | article [amp] | reuters 	0.0	Neutral
so if you've a vaccine passport you can walk straight into the pub, restaurant, cinema, gig. if you've no… 	0.2263	Positive
i'm assuming because you think they're that important you'll be speaking out against introducing any 'vaccine passp… 	0.2023	Positive
greedy eu to unveil plans to stash uk vaccines today - vdl admits british scheme superior 	0.5267	Positive
bbc news - coronavirus: eu says astrazeneca must 'catch up' on vaccine deliveries nazis 	0.0	Neutral
saturday's _rt :a uk government committee scientist on a cure for coronavirus.#astrazeneca #gilead… 	0.0	Neutral
malay mail: khairy: second dose of astrazeneca covid-19 vaccine interval set for 12 weeks after first jab.… 	0.0	Neutral
oxford vaccine professor: rich countries have a moral duty to share their covid-19 shots  via 	0.7003	Positive
florida takes vaccine-passport ban a step further as governor signs bill into law, halts all local covid-19 restric… 	-0.5574	Negative
good morning! it is vaccine day for me today. paracetamol at the ready, let's do this!#mhhsbd #covidvaccine #covid19 	0.717	Positive
when i got my first vaccine done 3 weeks ago, they were standing at the exit door offering free yellow… 	0.5106	Positive
#capitalism #covid19 #covidemergencyindia both #johnson and #modi indecently indifferent to rampant #coronavirus in… 	-0.2023	Negative
hey – i’ve just signed this to tell the uk government to stop blocking access to covid-19 vaccines for the global s… 	-0.5859	Negative
and, at least in the us, the emergency use for experimental jab would be invalidated by there being alternative dru… 	-0.3818	Negative
thank you boris johnson for not signing us up to the eu vaccine scheme and ensuring so many britons are #vaccinated 	0.5574	Positive
astrazeneca says it has ‘no engineers’ to share vital vaccine technology  #encoreplus… 	0.5267	Positive
informative insights on vaccine hesitancy in ghana. this could shape our health promotion strategies @_ghsofficial… 	-0.2263	Negative
just had my 2nd coronavirus jab 	0.0	Neutral
i just reported my side effects after az (first dose.) i think it’s useful to share for others. in my case, fever,… 	0.6249	Positive
what a tough one this last year has been, living with and working on #covid19 feeling emotional to get my jab today… 	0.1531	Positive
second coronavirus jab. booked ✅ 	0.0	Neutral
can the government force you to have the coronavirus vaccine?    check this legal position 🤔 	0.1593	Positive
thanks to our great  #ihavehadmycovidvaccination at the #madjeskistadium in #reading. #moderna… 	0.7906	Positive
the uk and the vaccine rollout vs #covid19:1st doses:󠁧󠁢󠁷󠁬󠁳󠁿 wales 73.9%󠁧󠁢󠁥󠁮󠁧󠁿 england 65.6%northern ireland… 	0.0	Neutral
since the start of 2021, the nhs in #wales has administered roughly 2,550,000 doses of #covid19 vaccine…based on… 	0.0	Neutral
can the government force you to have the coronavirus vaccine?  via   ch… 	0.0	Neutral
this is what a negative result looks like. now we add it to the online form. #covid19 #astrazenecavaccine… 	-0.296	Negative
first dose. no side effects so far.#astrazeneca #covid19 #vaccine #vaccination #chimpanzee #monkeynews 	-0.296	Negative
good plan tbh #vaccine #vaccination #covid19 #billgates 	0.4404	Positive
helicopter (whitey version)  via  bloc party! #music #covid19 #covidvaccine … 	0.4574	Positive
2nd covid-19 vaccine  done ✅ - one further step forward to normality  there is going to be a lot of consensual… 	0.0	Neutral
serbian diner thanks those getting covid shots with plates of roast meat | article [amp] | reuters 	0.4404	Positive
booked in for the first jab on saturday... bring it on!! 	0.0	Neutral
boris johnson wrongly cleared over #covid19 contracts, say mps 	0.1027	Positive
_alan  this is my partners thesis, part of her phd in coronavirus she knows the chemicals in the jabs… 	0.0	Neutral
(phe) has shown that one dose of the covid-19 vaccine reduces household … 	0.0	Neutral
good, balanced analysis of the vaccine &amp; ip issues in this thread &amp; article⬇️ 	0.4404	Positive
planning a jolly holiday? or needing to evidence vaccine record for work. this could prove useful. 	0.836	Positive
pfizer announces that its #coronavirus vaccine brought in $3.5 billion in revenue during the first three months of… 	0.0	Neutral
no 10 refuses to deny tory donor was asked to pay for johnson son’s nanny – as it happened 	-0.6124	Negative
#novaccinepassportsanywhere 	0.0	Neutral
morning john. if they can be used for id and cover other jabs too they would be better value for mo… 	0.6486	Positive
it’s really worrying  reporting that covid19 vaccine relaying experts’ opinion that having the vac… 	-0.4005	Negative
i’m guessing that the #novaccinepassports brigade aren’t particularly worldly/well travelled. having carried a vacc… 	0.0	Neutral
boris johnson was in hospital with covid-19 on this day last year, shortly to be moved t… 	0.0	Neutral
a great tool for understanding global #covid19 vaccine uptake and access  - well done  _vaccines… 	0.7351	Positive
that's it! 2nd #covid19 vaccine dose received! #relieved 	0.0	Neutral
How many approved vaccines are needed to end up vaccinating all health personnel? C.c _mx 	0.4215	Positive
#moderna vaccine started today in wales . good lucky to everyone having the vaccine  #covid19 #covidvaccine #coronavirus 	0.6908	Positive
i’m hoping that my second coronavirus jab will fill me with enough nanoparticles to enable time travel.i fancy a l… 	0.4215	Positive
great news!!the bsi have loads of brilliant resources explaining how all of the vaccines currently in use in th… 	0.8585	Positive
the uk has begun the rollout of its third coronavirus vaccine, the moderna jab, in wales 	0.0	Neutral
why is it that vaccines are always rolled out? nothing else is except flour dough.  potholes are rolled over. 	0.0	Neutral
this tory peer must have something johnson wants for himself! a second home on an idyllic island? lots of money to… 	0.0	Neutral
doubt on astrazeneca shots may lead to mixing up covid-19 shots 	-0.3612	Negative
my arm is ready to be jabbed ... let's go 	0.3612	Positive
biden says all american adults to qualify for covid-19 vaccine by april 19 	0.0	Neutral
boris johnson missed five coronavirus cobra meetings, michael gove says 	-0.296	Negative
boris johnson criticised after 'missing five cobra meetings' at start of pandemic 	-0.6124	Negative
whilst #astrazeneca vaccine may be deemed safe this afternoon, it's likely that many have lost confidence in this v… 	0.5994	Positive
not having vaccine is akin to not climbing down fireman's ladder due risk of dying from a fall, while building is e… 	-0.2732	Negative
i’m as pro-vaccine as you can get, &amp; have personally not paid much attention to the blood clot risk reports (mainly… 	-0.2732	Negative
new: uk medical regulator advises against adults under the age of 30 from taking the oxford astrazeneca coronavirus vaccine. 	0.0	Neutral
In the UK, people under 30 are offered another vaccine than AstraZeneca. comes after a study ... 	0.0	Neutral
benefits of the oxford astra-zeneca vaccine outweigh the risks says eu's medicines watchdog - live updates 	0.128	Positive
hello, i would like any covid19 vaccine. i am 38. k, thx bye. 	0.6124	Positive
Well, the thing has been at the moment for the Oxford / AstraZeneca vaccine. No limits of age, according to the regulator ... 	-0.0258	Negative
brilliant. just what you want to read after having the astrazeneca jab. 	0.6249	Positive
&amp; just like that the uptake of vaccines will hit rock bottom 	0.3612	Positive
i now have a 50% chance of getting the #dollyparton vaccine now with the latest #astrazeneca news in the . excite… 	0.25	Positive
how about those who has had 1 jab of #astrazeneca already? 	0.0	Neutral
another great shot from colin the blind golfer from caversham heath   … 	0.34	Positive
and if i heard right ( via ) the risk of this type of blood clot from covid19 is 13%. so, get yer ja… 	-0.2732	Negative
agreed the problem is the vaccine for #covid19 was rushed through at the time i thought it's astonishing. 	-0.1531	Negative
over 45 and looking for a covid19 jab in the cardiff and vale healthboard region ?  the number now ❤️‍♂️‍♂️‍♂️ 	0.0772	Positive
i can’t lie this had me less inclined to take the 1st dose of this vaccine so i might wait for the novavax vaccine… 	0.0	Neutral
the astrazeneca vaccine is effective, safe &amp; is helping to save thousands of lives from the coronavirus. the risk… 	0.886	Positive
nagma tests positive for covid-19 days after receiving vaccine -   via _next 	0.5574	Positive
no one seems to notice that covid-19 comes with an increased risk of thrombosis amongst other risks 	-0.5106	Negative
#coronavac vaccine effective against #brazil #variantbryan harris in são pauloa study of healthcare workers in ma… 	0.4767	Positive
i’m 20, have already had my first  jab for #covid19 - do i have another one for my second ja… 	0.0	Neutral
another great iron shot from colin the blind golfer at caversham heath   … 	0.34	Positive
first images of cells exposed to covid-19 vaccine reveal the production of native-like coronavirus spikes. #aspie… 	-0.0772	Negative
i have a blood clot. one which will kill me one day soon. but i'm still having my #covidvaccine and don't think it… 	-0.431	Negative
my father had a blood clot and stroke 5 days after taking this vaccination.he doesn’t regret having the vaccinati… 	-0.4215	Negative
it’s good to know the science but i wouldn’t hesitate to have the vaccine, not least because of the r… 	-0.1779	Negative
it's where i got my vaccine, and it was very cool 	0.3804	Positive
#johnsonneeds reporting to ombudsman/ communications regulator- these are all party political broadcasts &amp; election… 	0.4019	Positive
i'm 27 and i'm happy to receive the astrazeneca, again. 	0.5719	Positive
very good video from  on the astrazeneca story. great way to show context of the limited risk of thus… 	0.6478	Positive
the pont is to motivate more people into having the #vaccine so #covid19 hasn't got a chance to spread. 	0.2168	Positive
_RAM and the official account of the vaccine greets it, back to Oktubre 	0.1531	Positive
5 months in lockdown enough is enough , no more , 29 million all the over 50s have the vaccine we are safe and ever… 	0.1779	Positive
meet the black female scientist at the forefront of covid-19 vaccine development 	0.0	Neutral
they spent 12 years solving a puzzle. it yielded the first covid-19 vaccines. 	0.34	Positive
7 myths about coronavirus vaccines 	0.0	Neutral
no vaccines, no leadership, no end in sight. how brazil became a global threat. destroying the amazon now being a h… 	-0.8979	Negative
covid-19 vaccine astrazeneca: benefits still outweigh the risks despite possible link to rare blood clots with low… 	0.128	Positive
safe to use realitythe creator of astrazeneca's coronavirus vaccine is a mom to triplets. her children participat… 	0.4404	Positive
"remind me what is the point of the """"(not) vaccine??"""" "	0.0	Neutral
Finally came the day of the vaccine ... I already fulfilled my commitment to humanity ... and you are waiting ... 	0.6597	Positive
block of cheese, batteries, vial of vaccine. if only the pubs were open. 	-0.4404	Negative
so proud of the vivid vaccine effort across bradford to protect our patients, staff, friends and relatives. you are… 	0.8439	Positive
had my #covid19 jab yesterday, followed by watching  win 3-0 against newcastle. filled with joy i dra… 	0.8225	Positive
official figures show that more than 26.8 million brits have received their first dose of a vaccine, that means hal… 	0.0	Neutral
just got my covid-19 vaccine. grateful to all who have made this possible. quite emotional. #astrazenecavaccine tha… 	0.5984	Positive
about to get my #covid19 #vaccine, can't wait for my #superpowers  #supersoldierserum #steverogers #captainamerica… 	0.0	Neutral
every #covid19 #vaccine on the market has 100% effectiveness preventing serious disease and hospitalisation. please… 	-0.1027	Negative
breaking: around half of eligible adults in #wales (49.9%) have now had at least 1 dose of vaccine against #covid19… 	0.0	Neutral
where has the weirdest year led us?#blogs #lockdownlife #covid19#covid19vaccine #amwriting #writingcommunity… 	-0.2263	Negative
macomb county man, 90, dies after covid-19 vaccine — but doctors say shots are safe  via 	0.5927	Positive
yay !!!!!! #leebookshop #choosebookshops #shoplocal #staysafe #covid19 #vaccinesafe #astrazeneca… 	0.6776	Positive
i have had a vaccine. i'm not a covid sceptic or vaccine sceptic. it's been tragic for majy. but we were promised t… 	0.457	Positive
as far as i know, it was originally developed as a sars vaccine (sars is another coronavirus) so it was r… 	0.0	Neutral
⭐️ the wonderful _paige has her 2nd jab &amp; has a message for you &amp; of course she’ll sing it! make covid a ‘… 	0.6114	Positive
A lead member of Oxford's vaccine team revolves Europe's handling of Covid-19. Interesting criticism when living in ... 	-0.0516	Negative
no place like home  #coronavirus #astrazeneca #astrazeneca-oxford #nhscovidvaccine 	0.0772	Positive
i have no idea why the world  are coming out of all sorts about the astrazeneca vaccine. it will save lifes and is… 	0.25	Positive
ulama in indonesia tried to claim that the astrazeneca vaccine is haram. the company responded &amp; confirmed there's… 	0.0	Neutral
"johnson government and its ""opposition"" allies need to prove why they need to suspend your civil rights for further… "	-0.3182	Negative
very proud of my country when i hear 874,000 people got their #covid19 jabs yesterday! bravo our brilliant #nhs 	0.8169	Positive
how does this fit with the #covax programme?   #covid19vaccine needs to be global to be effective and end a pandemi… 	0.7162	Positive
had my #vaccine on monday as an #unpaidcarer but i think the relief has only hit home today as the 18 year old just… 	0.631	Positive
wow lets hope we keep this going for a month or two as there are second vaccines due now too.i doubt it though… 	0.6369	Positive
33 too many deaths still! but lockdown and the vaccine rollout is working. 	0.0	Neutral
#roadmapoutoflockdown #road2recovery #covid19 #covid19vaccinebbc news - what's the roadmap for lifting lockdown? 	0.0	Neutral
thank you  #oxforduniversity &amp; our wonderful  #jabsarmy #nhsif our forefathers can storm be… 	0.7351	Positive
half of all adults in uk receive first dose of covid-19 vaccine 	0.0	Neutral
read an excellent summary of covid side effects from _itv and it confirms that younger(!) people are more… 	0.6114	Positive
had first covid-19 vaccine on friday and have been going round boasting no side effects, but now 48 hours later my… 	-0.1531	Negative
my first covid-19 vaccination is booked for 29 march. #covidvaccine 	0.0	Neutral
#covid19 #johnson steeped in corruption over #ppe contracts. #johnson favoured tory friends in high places with no… 	0.7096	Positive
#covid of course. #johnson are you listening? 	0.0	Neutral
make them do a week on a covid19 icu and see if the jumping jab works if not tt 	0.0	Neutral
a positive note to end the week...for the last 7 days, a vaccine against #covid19 was given out in wales, on aver… 	0.5574	Positive
ma donkey (aka other half half) has had his vaccine.  his arm is painful but otherwise he is fine. #keyworker… 	0.0644	Positive
is it true you believe bill gates eats babies and is controlling our minds via the coronavirus vaccine… 	0.4215	Positive
and i had one of them   #coronavirus #astrazeneca 	0.0	Neutral
#pmqs to #pm  #borisjohnson #newspapers are #reporting that #germany are saying there will… 	0.0	Neutral
health and science: israeli company says an oral covid-19 vaccine is on it's way 	0.0	Neutral
eu rebuffs uk calls to ship astrazeneca covid vaccines from europe | article [amp] | reuters 	0.0	Neutral
_ics  #covidvaccine… 	0.0	Neutral
playing vaccine politics on all sides is just plain nasty and utterly disgusting. #covid19 #vaccine 	-0.7574	Negative
should you mix and match covid-19 vaccines? scientists are seeking answers 	0.0	Neutral
news that we’re still going to have to wear masks and social-distance despite having had the vaccine is so sinister… 	0.0	Neutral
a buddhist approach to #covid19 and #vaccines? the 'middle way' makes sense to me... 	0.0	Neutral
the us has lobbied brazil to not take the russian sputnik v vaccine - one in five covid-19 deaths in the world?? … 	0.0	Neutral
germany and italy set to abandon eu policy as merkel demands russian vaccine approval 	0.0516	Positive
opioid premiums, jobseekers and vaccines: covid-19 fuels darknet markets in a different way 	0.0	Neutral
